pagkakasunodsunod	p a ɡ k a k a s u n o d s u n o d
reparasyon	ɾ e p a ɾ a s j o n
homoseksuwal	h o m o s e k s u a l
siyetemesino	s i e t e m e s i n o
rati	ɾ a t i
lumaktaw	l u m a k t a w
nakapipinsala	n a k a p i p i n s a l a ʔ
paw	p a w
dapulak	d a p u l a k
tayamutam	t a j a m u t a m
bagahe	b a ɡ a h e
retaso	ɾ e t a s o
lingguwistika	l i ŋ ɡ u i s t i k a
rebisado	ɾ e b i s a d o
linangin	l i n a ŋ i n
maalusitha	m a ʔ a l u s i t h a ʔ
alimuranin	ʔ a l i m u ɾ a n i n
matagal	m a t a ɡ a l
libirito	l i b i ɾ i t o
binti	b i n t i ʔ
gupiling	ɡ u p i l i ŋ
prangkisa	p ɾ a ŋ k i s a
dalagangbukid	d a l a ɡ a ŋ b u k i d
magproseso	m a ɡ p ɾ o s e s o
omnipotensia	ʔ o m n i p o t e n s i a
pinansya	p i n a n s j a
polisya	p o l i s j a
sigadilyas	s i ɡ a d i l j a s
kartesyano	k a ɾ t e s j a n o
kasambahay	k a s a m b a h a j
lalay	l a l a j
teyms	t e j m s
emerhensiya	ʔ e m e ɾ h e n s i a
sihay	s i h a j
paniyo	p a n i o ʔ
humadlang	h u m a d l a ŋ
alsaprima	ʔ a l s a p ɾ i m a
sori	s o ɾ i
yaang	j a ʔ a ŋ
saluyan	s a l u j a n
halakhak	h a l a k h a k
panukala	p a n u k a l a ʔ
kadagibalingan	k a d a ɡ i b a l i ŋ a n
isoy	ʔ i s o j
tigilan	t i ɡ i l a n
buni	b u n i
pungol	p u ŋ o l
kanayunan	k a n a j u n a n
birimbaw	b i ɾ i m b a w
absorsiyon	ʔ a b s o ɾ s i o n
pinapaletadahan	p i n a p a l e t a d a h a n
senyales	s e n j a l e s
anotasyon	ʔ a n o t a s j o n
sumagitna	s u m a ɡ i t n a ʔ
adora	ʔ a d o ɾ a
maantak	m a ʔ a n t a k
salubayo	s a l u b a j o
tuta	t u t a ʔ
lugot	l u ɡ o t
linyada	l i n j a d a
kulayputol	k u l a j p u t o l
'eka	ʔ e k a ʔ
pagunlad	p a ɡ ʔ u n l a d
silinglabuyo	s i l i ŋ l a b u j o ʔ
peminismo	p e m i n i s m o
plaslait	p l a s l a j t
kasunuran	k a s u n u ɾ a n
kakawate	k a k a w a t e
bembi	b e m b i ʔ
labak	l a b a k
magwewelga	m a ɡ w e w e l ɡ a
petmalu	p e t m a l u
sumaisip	s u m a ʔ i s i p
magkataon	m a ɡ k a t a ʔ o n
maglaso	m a ɡ l a s o
magayuno	m a ɡ ʔ a j u n o
nanghahawa	n a ŋ h a h a w a
komander	k o m a n d e ɾ
antiplohistiko	ʔ a n t i p l o h i s t i k o
halik	h a l i k
mahaglika	m a h a ɡ l i k a ʔ
tsapstik	t͡ʃ a p s t i k
ibanto	ʔ i b a n t o ʔ
yakis	j a k i s
gipalpal	ɡ i p a l p a l
mababalahibo	m a b a b a l a h i b o
saykoanalisis	s a j k o ʔ a n a l i s i s
kakastiguhin	k a k a s t i ɡ u h i n
kalungkutan	k a l u ŋ k u t a n
mamungol	m a m u ŋ ʔ o l
tagyelo	t a ɡ j e l o
restorasyonista	ɾ e s t o ɾ a s j o n i s t a
amorpo	ʔ a m o ɾ p o
magahedres	m a ɡ ʔ a h e d ɾ e s
kalagayan	k a l a ɡ a j a n
sanyo	s a n j o ʔ
astangi	ʔ a s t a ŋ i ʔ
kibitbalikat	k i b i t b a l i k a t
alunan	ʔ a l u n a n
ganire	ɡ a n i ɾ e
medyibal	m e d j i b a l
pamahiran	p a m a h i ɾ a n
dalubibon	d a l u b ʔ i b o n
materyales	m a t e ɾ j a l e s
maburol	m a b u ɾ o l
kumare	k u m a ɾ e
maikling	m a ʔ i k l i ŋ
demokrata	d e m o k ɾ a t a
pinagtataluhan	p i n a ɡ t a t a l u h a n
medya	m e d j a
liling	l i l i ŋ
unggi	ʔ u ŋ ɡ i ʔ
pigi	p i ɡ ʔ i ʔ
dahik	d a h i k
dunggot	d u ŋ ɡ o t
muwebles	m u e b l e s
besprend	b e s p ɾ e n d
lipstik	l i p s t i k
estretser	ʔ e s t ɾ e t͡ʃ e ɾ
nagkudeta	n a ɡ k u d e t a
kandelabro	k a n d e l a b ɾ o
molestahin	m o l e s t a h i n
pandaybansi	p a n d a j b a n s i ʔ
salsitsas	s a l s i t͡ʃ a s
akreedor	ʔ a k ɾ e e d o ɾ
botohan	b o t o h a n
erusol	ʔ e ɾ u s o l
pangimayiw	p a ŋ i m a j i w
lohuwa	l o h u a
imortalisasyon	ʔ i m o ɾ t a l i s a s j o n
ararawan	ʔ a ɾ a ɾ a w a n
agregasyon	ʔ a ɡ ɾ e ɡ a s j o n
kakilawan	k a k i l a w a n
pustura	p u s t u ɾ a
atityud	ʔ a t i t j u d
pariugat	p a ɾ i ʔ u ɡ a t
agbarog	ʔ a ɡ b a ɾ o ɡ
dalawa	d a l a w a
kaisaisa	k a ʔ i s a ʔ i s a
tinginan	t i ŋ i n a n
talapihitan	t a l a p i h i t a n
laping	l a p i ŋ
ba't	b a t
kumbinsi	k u m b i n s i
talbos	t a l b o s
magpuyat	m a ɡ p u j a t
pahinga	p a h i ŋ a
presupuwesto	p ɾ e s u p u e s t o
kauntian	k a ʔ u n t i ʔ a n
ipagsawalangbahala	ʔ i p a ɡ s a w a l a ŋ b a h a l a ʔ
sagingmatsing	s a ɡ i ŋ m a t͡ʃ i ŋ
binago	b i n a ɡ o
gantsilyo	ɡ a n t͡ʃ i l j o
paagwahan	p a ʔ a ɡ w a h a n
nakakasira	n a k a k a s i ɾ a ʔ
kanikaniya	k a n i k a n i a
sapatilya	s a p a t i l j a
anatomiya	ʔ a n a t o m i a
depinisyon	d e p i n i s j o n
alumpihit	ʔ a l u m p i h i t
repake	ɾ e p a k e
analohiya	ʔ a n a l o h i a
tangkulok	t a ŋ k u l o k
hepalog	h e p a l o ɡ
tilandog	t i l a n d o ɡ
gangsa	ɡ a ŋ s a
magtarya	m a ɡ t a ɾ j a
sayantipiko	s a j a n t i p i k o
mamirata	m a m i ɾ a t a
tangos	t a ŋ o s
ubasan	ʔ u b a s a n
pintal	p i n t a l
sawatain	s a w a t a ʔ i n
takdang	t a k d a ŋ
dalubturo	d a l u b t u ɾ o ʔ
koryente	k o ɾ j e n t e
bantayog	b a n t a j o ɡ
atribusyon	ʔ a t ɾ i b u s j o n
lapurit	l a p u ɾ i t
ilog	ʔ i l o ɡ
kampeonato	k a m p e o n a t o
agwamyel	ʔ a ɡ w a m j e l
tigmamanok	t i ɡ m a m a n o k
lesbyana	l e s b j a n a
ados	ʔ a d o s
peryodikal	p e ɾ j o d i k a l
singgalong	s i ŋ ɡ a l o ŋ
maghati	m a ɡ h a t i ʔ
espesye	ʔ e s p e s j e
tapunan	t a p u n a n
benediksiyon	b e n e d i k s i o n
tilagpak	t i l a ɡ p a k
emburnal	ʔ e m b u ɾ n a l
dyobus	d j o b u s
nakaloloko	n a k a l o l o k o
tambakol	t a m b a k o l
tenoryo	t e n o ɾ j o
gitna	ɡ i t n a ʔ
magmatalino	m a ɡ m a t a l i n o
walis	w a l i s
paalkilahan	p a ʔ a l k i l a h a n
eskapularyo	ʔ e s k a p u l a ɾ j o
latag	l a t a ɡ
tampalpuki	t a m p a l p u k i
likop	l i k o p
matambok	m a t a m b o k
kalipikasyon	k a l i p i k a s j o n
tayabutab	t a j a b u t a b
tindahan	t i n d a h a n
kumbensyon	k u m b e n s j o n
antabang	ʔ a n t a b a ŋ
barok	b a ɾ o k
sakyan	s a k j a n
disenterya	d i s e n t e ɾ j a
kawal	k a w a l
surimbangkay	s u ɾ i m b a ŋ k a j
pandula	p a n d u l a ʔ
pamamalahiyo	p a m a m a l a h i o
sumbungera	s u m b u ŋ e ɾ a
katigalan	k a t i ɡ a l a n
diyeresis	d i e ɾ e s i s
lungti	l u ŋ t i ʔ
higpit	h i ɡ p i t
katunayan	k a t u n a j a n
kawalanghiyaan	k a w a l a ŋ h i a ʔ a n
pagaangkop	p a ɡ ʔ a ʔ a ŋ k o p
limilimitahan	l i m i l i m i t a h a n
rehabilitasyon	ɾ e h a b i l i t a s j o n
pupol	p u p o l
baynderi	b a j n d e ɾ i
mangkomunidad	m a ŋ k o m u n i d a d
sawata	s a w a t a ʔ
sinungaling	s i n u ŋ a l i ŋ
kamukha	k a m u k h a ʔ
maliyit	m a l i j i t
elusibo	ʔ e l u s i b o
asol	ʔ a s o l
nikat	n i k a t
pumanghaw	p u m a ŋ h a w
mambiktima	m a m b i k t i m a
tugak	t u ɡ a k
idrokloriko	ʔ i d ɾ o k l o ɾ i k o
kausapin	k a ʔ u s a p i n
uad	ʔ u ʔ a d
abutdan	ʔ a b u t d a n
marak	m a ɾ a k
eksihensiya	ʔ e k s i h e n s i a
pisika	p i s i k a
alkabala	ʔ a l k a b a l a
potobam	p o t o b a m
antiseptik	ʔ a n t i s e p t i k
lumikha	l u m i k h a ʔ
biglaan	b i ɡ l a ʔ a n
dalaginday	d a l a ɡ i n d a j
kulebrangtubig	k u l e b ɾ a ŋ t u b i ɡ
mahablangka	m a h a b l a ŋ k a
beripikasyon	b e ɾ i p i k a s j o n
pampasabog	p a m p a s a b o ɡ
umiling	ʔ u m i l i ŋ
gabahid	ɡ a b a h i d
padpo	p a d p o
nalis	n a l i s
sa'min	s a m i n
nanaman	n a n a m a n
tinaon	t i n a ʔ o n
kuwadrilyon	k u a d ɾ i l j o n
paglalasing	p a ɡ l a l a s i ŋ
matangos	m a t a ŋ o s
ere	ʔ e ɾ e
marahas	m a ɾ a h a s
pampang	p a m p a ŋ
demano	d e m a n o
masinop	m a s i n o p
realisasyon	ɾ e a l i s a s j o n
jologs	d͡ʒ o l o ɡ s
alongradyo	ʔ a l o ŋ ɾ a d j o
abiyo	ʔ a b i o
aysing	ʔ a j s i ŋ
umikot	ʔ u m i k o t
buhong	b u h o ŋ
ringring	ɾ i ŋ ɾ i ŋ
deliha	d e l i h a
notaryo	n o t a ɾ j o
arogante	ʔ a ɾ o ɡ a n t e
nakakaloka	n a k a k a l o k a
magasawa	m a ɡ ʔ a s a w a
gasgas	ɡ a s ɡ a s
mangaapi	m a ŋ ʔ a ʔ a p i
bilnuro	b i l n u ɾ o ʔ
impunidad	ʔ i m p u n i d a d
saksihan	s a k s i h a n
mahalimuyak	m a h a l i m u j a k
rekto	ɾ e k t o
balani	b a l a n i ʔ
aksyom	ʔ a k s j o m
eskultura	ʔ e s k u l t u ɾ a
tsitsirya	t͡ʃ i t͡ʃ i ɾ j a
almundigas	ʔ a l m u n d i ɡ a s
iskuwater	ʔ i s k u a t e ɾ
totniyak	t o t n i a k
nagkakamali	n a ɡ k a k a m a l i ʔ
takal	t a k a l
dyi	d j i
pinagsamantalahan	p i n a ɡ s a m a n t a l a h a n
masatsat	m a s a t s a t
karningapad	k a ɾ n i ŋ ʔ a p a d
patda	p a t d a
gahasa	ɡ a h a s a ʔ
mangamote	m a ŋ a m o t e
niref	n i ɾ e f
abyad	ʔ a b j a d
sagala	s a ɡ a l a
talakay	t a l a k a j
kumbaga	k u m b a ɡ a
buluntaryo	b u l u n t a ɾ j o
tsitsaron	t͡ʃ i t͡ʃ a ɾ o n
bayabasan	b a j a b a s a n
initsigan	ʔ i n i t s i ɡ a n
dekabra	d e k a b ɾ a
agwahas	ʔ a ɡ w a h a s
yugal	j u ɡ a l
datal	d a t a l
sinyuldiya	s i n j u l d i a
isiphaynayan	ʔ i s i p h a j n a j a n
alatuat	ʔ a l a t u ʔ a t
buorin	b u ʔ o ɾ i n
bikaryato	b i k a ɾ j a t o
gabe	ɡ a b e
tantiya	t a n t i a
taktak	t a k t a k
matamis	m a t a m i s
aanulahin	ʔ a ʔ a n u l a h i n
kahenyuhan	k a h e n j u h a n
pikniker	p i k n i k e ɾ
nunsiyo	n u n s i o
nagsasanhi	n a ɡ s a s a n h i ʔ
segundoalmuwerso	s e ɡ u n d o ʔ a l m u e ɾ s o
anta	ʔ a n t a
lipumpon	l i p u m p o n
berilyo	b e ɾ i l j o
ipakausap	ʔ i p a k a ʔ u s a p
pantuos	p a n t u ʔ o s
gamos	ɡ a m o s
kuwadrado	k u a d ɾ a d o
kompyuterisado	k o m p j u t e ɾ i s a d o
mananakop	m a n a n a k o p
danumbiling	d a n u m b i l i ŋ
utusan	ʔ u t u s a n
tatlo	t a t l o
dingig	d i ŋ i ɡ
dyobos	d j o b o s
henerador	h e n e ɾ a d o ɾ
testimonya	t e s t i m o n j a
bisko	b i s k o
sibi	s i b i
punggus	p u ŋ ɡ u s
kulunoy	k u l u n o j
manghuthot	m a ŋ h u t h o t
matuwid	m a t u i d
nilaga	n i l a ɡ a ʔ
walanghumpay	w a l a ŋ h u m p a j
sinipit	s i n i p i t
amores	ʔ a m o ɾ e s
kait	k a ʔ i t
dilag	d i l a ɡ
anghelus	ʔ a ŋ h e l u s
adoptador	ʔ a d o p t a d o ɾ
antig	ʔ a n t i ɡ
katuwang	k a t u a ŋ
gunaw	ɡ u n a w
oraryo	ʔ o ɾ a ɾ j o
adbersidad	ʔ a d b e ɾ s i d a d
pako	p a k o ʔ
motosikleta	m o t o s i k l e t a
gayak	ɡ a j a k
kurikan	k u ɾ i k a n
kredensiyal	k ɾ e d e n s i a l
dulis	d u l i s
mabute	m a b u t e
andamot	ʔ a n d a m o t
guro	ɡ u ɾ o ʔ
sagingan	s a ɡ i ŋ a n
tiwal	t i w a l
panagaraw	p a n a ɡ a ɾ a w
dikdikbawang	d i k d i k b a w a ŋ
artseriya	ʔ a ɾ t͡ʃ e ɾ i a
masads	m a s a d͡ʒ
alomorpo	ʔ a l o m o ɾ p o
maaghaman	m a ʔ a ɡ h a m a n
panandalian	p a n a n d a l i ʔ a n
kula	k u l a
hamsilog	h a m s i l o ɡ
nakakabobo	n a k a k a b o b o
kakagat	k a k a ɡ a t
gantso	ɡ a n t͡ʃ o
rupya	ɾ u p j a
aklatkatitikan	ʔ a k l a t k a t i t i k a n
rebelasyon	ɾ e b e l a s j o n
ilot	ʔ i l o t
ayo	ʔ a j o ʔ
absentero	ʔ a b s e n t e ɾ o
adyudikasyon	ʔ a d j u d i k a s j o n
dalang	d a l a ŋ
ganon	ɡ a n o n
masarap	m a s a ɾ a p
alaala	ʔ a l a ʔ a l a
palitadahan	p a l i t a d a h a n
kardenal	k a ɾ d e n a l
lingat	l i ŋ a t
paysano	p a j s a n o
agihon	ʔ a ɡ i h o n
tseklist	t͡ʃ e k l i s t
baniaga	b a n j a ɡ a ʔ
manghingi	m a ŋ h i ŋ i ʔ
lingid	l i ŋ i d
puyo	p u j o
puka	p u k a ʔ
kadapatdapat	k a d a p a t d a p a t
aya	ʔ a j a
erostatiko	ʔ e ɾ o s t a t i k o
walangmuwang	w a l a ŋ m u a ŋ
wagiswis	w a ɡ i s w i s
raketa	ɾ a k e t a
komplikasyon	k o m p l i k a s j o n
hene	h e n e
aprikot	ʔ a p ɾ i k o t
mustasa	m u s t a s a
traysikel	t ɾ a j s i k e l
pagsasamantalahan	p a ɡ s a s a m a n t a l a h a n
kiyawkiyaw	k i a w k i a w
abswelto	ʔ a b s w e l t o
magdaralandan	m a ɡ d a ɾ a l a n d a n
akyatin	ʔ a k j a t i n
kalat	k a l a t
analisable	ʔ a n a l i s a b l e
kunsintidora	k u n s i n t i d o ɾ a
salangkipot	s a l a ŋ k i p o t
sabilaw	s a b i l a w
aguwardiyente	ʔ a ɡ u a ɾ d i e n t e
gayat	ɡ a j a t
kagitnaan	k a ɡ i t n a ʔ a n
dinggin	d i ŋ ɡ i n
lelongtanda	l e l o ŋ t a n d a ʔ
putat	p u t a t
kuluntoy	k u l u n t o j
napnap	n a p n a p
polbolt	p o l b o l t
paltak	p a l t a k
istoryograpiya	ʔ i s t o ɾ j o ɡ ɾ a p i a
alupagamo	ʔ a l u p a ɡ ʔ a m o ʔ
basahin	b a s a h i n
pikap	p i k ʔ a p
pataypatayan	p a t a j p a t a j a n
radyoaktibo	ɾ a d j o ʔ a k t i b o
bitas	b i t a s
dimon	d i m o n
paghanga	p a ɡ h a ŋ a ʔ
limpak	l i m p a k
kautalan	k a ʔ u t a l a n
maglakbay	m a ɡ l a k b a j
pisil	p i s i l
iskolar	ʔ i s k o l a ɾ
nagkakaroon	n a ɡ k a k a ɾ o ʔ o n
uwi	ʔ u i ʔ
baynder	b a j n d e ɾ
pigil	p i ɡ i l
tabunan	t a b u n a n
pangibayo	p a ŋ i b a j o
indibidwalidad	ʔ i n d i b i d w a l i d a d
kuwiter	k u i t e ɾ
amputi	ʔ a m p u t i ʔ
makontento	m a k o n t e n t o
suwato	s u a t o ʔ
sinasanto	s i n a s a n t o
ataul	ʔ a t a ʔ u l
alasuwerte	ʔ a l a s u e ɾ t e
pilarmoniko	p i l a ɾ m o n i k o
suplong	s u p l o ŋ
buwagin	b u a ɡ i n
sangki	s a ŋ k i ʔ
umat	ʔ u m a t
akredita	ʔ a k ɾ e d i t a
gulanit	ɡ u l a n i t
sagutin	s a ɡ u t i n
asumero	ʔ a s u m e ɾ o
kaida	k a ʔ i d a
bigo	b i ɡ o ʔ
kulit	k u l i t
harugari	h a ɾ u ɡ a ɾ i ʔ
kambiyo	k a m b i o
kandi	k a n d i
iras	ʔ i ɾ a s
kamya	k a m j a
sumayaw	s u m a j a w
magsusuka	m a ɡ s u s u k a ʔ
alkoholiko	ʔ a l k o h o l i k o
balinguyngoy	b a l i ŋ u j ŋ o j
tinis	t i n ʔ i s
melongdaga	m e l o ŋ d a ɡ a ʔ
patrimonyo	p a t ɾ i m o n j o
barahangkastila	b a ɾ a h a ŋ k a s t i l a ʔ
taksil	t a k s i l
kiki	k i k i ʔ
adargilya	ʔ a d a ɾ ɡ i l j a
kahilagaan	k a h i l a ɡ a ʔ a n
tambaw	t a m b a w
performans	p e ɾ f o ɾ m a n s
mamumundok	m a m u m u n d o k
komodipikasyon	k o m o d i p i k a s j o n
magpasubasta	m a ɡ p a s u b a s t a
superbisyon	s u p e ɾ b i s j o n
libingan	l i b i ŋ a n
aislado	ʔ a j s l a d o
hatinsihay	h a t i n s i h a j
napal	n a p a l
lowbat	l o w b a t
malusog	m a l u s o ɡ
sigaan	s i ɡ a ʔ a n
anayo	ʔ a n a j o
imprastruktura	ʔ i m p ɾ a s t ɾ u k t u ɾ a
patunay	p a t u n a j
anyobisiyesto	ʔ a n j o b i s i e s t o
hota	h o t a
ututin	ʔ u t ʔ u t i n
sarong	s a ɾ o ŋ
manghula	m a ŋ h u l a ʔ
anestesya	ʔ a n e s t e s j a
tubusin	t u b u s i n
kontrakasukdulan	k o n t ɾ a k a s u k d u l a n
mamalagi	m a m a l a ɡ i ʔ
bawig	b a w i ɡ
isangkot	ʔ i s a ŋ k o t
'di	d i ʔ
anumalya	ʔ a n u m a l j a
hurisprudensya	h u ɾ i s p ɾ u d e n s j a
garil	ɡ a ɾ i l
luntidinsol	l u n t i d i n s o l
matangkakal	m a t a ŋ k a k a l
kuwarter	k u a ɾ t e ɾ
pinapanatili	p i n a p a n a t i l i
kulinarya	k u l i n a ɾ j a
kalinisan	k a l i n i s a n
boyprend	b o j p ɾ e n d
kursilyista	k u ɾ s i l j i s t a
pahilis	p a h i l i s
kalabaw	k a l a b a w
mamamahiin	m a m a m a h i ʔ i n
ekstranghero	ʔ e k s t ɾ a ŋ h e ɾ o
maaayos	m a ʔ a ʔ a j o s
sawo	s a w o ʔ
obserbatoryo	ʔ o b s e ɾ b a t o ɾ j o
akromatisa	ʔ a k ɾ o m a t i s a
peldespato	p e l d e s p a t o
kapiraso	k a p i ɾ a s o
pagmamayari	p a ɡ m a m a j ʔ a ɾ i
bungangkahoy	b u ŋ a ŋ k a h o j
babayaran	b a b a j a ɾ a n
buyuhin	b u j u h i n
lagas	l a ɡ a s
istakholder	ʔ i s t a k h o l d e ɾ
bululos	b u l u l o s
busilig	b u s i l i ɡ
intermedya	ʔ i n t e ɾ m e d j a
akala	ʔ a k a l a ʔ
saluno	s a l u n o ʔ
panlukbutan	p a n l u k b u t a n
malaita	m a l a ʔ i t a
matatamis	m a t a t a m i s
bongga	b o ŋ ɡ a
ministeryo	m i n i s t e ɾ j o
linalabhan	l i n a l a b h a n
isikdo	ʔ i s i k d o
magkano	m a ɡ k a n o
alpiste	ʔ a l p i s t e
saladin	s a l a d i n
amargo	ʔ a m a ɾ ɡ o
sebra	s e b ɾ a
pisonet	p i s o n e t
pakongalagdan	p a k o ŋ ʔ a l a ɡ d a n
silakbo	s i l a k b o
parlyamento	p a ɾ l j a m e n t o
estrabagansa	ʔ e s t ɾ a b a ɡ a n s a
apaw	ʔ a p a w
tiwa	t i w a
klub	k l u b
akwosidad	ʔ a k w o s i d a d
pagkaigkasin	p a ɡ k a ʔ i ɡ k a s i n
tagapagturo	t a ɡ a p a ɡ t u ɾ o ʔ
magluwas	m a ɡ l u a s
kinig	k i n i ɡ
yakyakin	j a k j a k i n
kursilista	k u ɾ s i l i s t a
aklimatisasyon	ʔ a k l i m a t i s a s j o n
anabolismo	ʔ a n a b o l i s m o
simpatya	s i m p a t j a
abugasya	ʔ a b u ɡ a s j a
pampapawis	p a m p a p a w i s
maningil	m a n i ŋ i l
tabing	t a b i ŋ
almuwerso	ʔ a l m u e ɾ s o
talulot	t a l u l o t
singap	s i ŋ a p
sinangag	s i n a ŋ a ɡ
pagengbulik	p a ɡ e ŋ b u l i k
kalasing	k a l a s i ŋ
almasiga	ʔ a l m a s i ɡ a
kanyakanya	k a n j a k a n j a
gisahin	ɡ i s a h i n
sultan	s u l t a n
idyota	ʔ i d j o t a
persepsiyon	p e ɾ s e p s i o n
makukulay	m a k u k u l a j
kahulugan	k a h u l u ɡ a n
abarkador	ʔ a b a ɾ k a d o ɾ
panlinis	p a n l i n i s
pusaw	p u s a w
sukal	s u k a l
isnabera	ʔ i s n a b e ɾ a
abala	ʔ a b a l a
pungas	p u ŋ a s
kapitalistiko	k a p i t a l i s t i k o
antiemetiko	ʔ a n t i ʔ e m e t i k o
sumbali	s u m b a l i
tsubibo	t͡ʃ u b i b o
sandal	s a n d a l
pagpigil	p a ɡ p i ɡ i l
dyowa	d j o a ʔ
abuyaboy	ʔ a b u j ʔ a b o j
ihanga	ʔ i h a ŋ a ʔ
andumi	ʔ a n d u m i
humpay	h u m p a j
kompulsaryo	k o m p u l s a ɾ j o
duhasik	d u h a s i k
ekonomiko	ʔ e k o n o m i k o
pagmulan	p a ɡ m u l a n
bumalik	b u m a l i k
bentrilokia	b e n t ɾ i l o k i a
solihiya	s o l i h i a
misay	m i s a j
maari	m a ʔ a ɾ i ʔ
papayirin	p a p a j i ɾ i n
deyero	d e j e ɾ o
aguwa	ʔ a ɡ u a
lingansina	l i ŋ a n s i n a ʔ
bupalo	b u p a l o
almwadon	ʔ a l m w a d o n
mairog	m a ʔ i ɾ o ɡ
agubak	ʔ a ɡ u b a k
salakab	s a l a k a b
sampal	s a m p a l
otsosiyentos	ʔ o t͡ʃ o s i e n t o s
sulittanong	s u l i t t a n o ŋ
kansilyer	k a n s i l j e ɾ
tinedor	t i n e d o ɾ
tornilyo	t o ɾ n i l j o
labso	l a b s o ʔ
kamaydorea	k a m a j d o ɾ e a
alagaw	ʔ a l a ɡ a w
suhangsungsong	s u h a ŋ s u ŋ s o ŋ
kayabungan	k a j a b u ŋ a n
kibits	k i b i t s
marikit	m a ɾ i k i t
lintambagin	l i n t a m b a ɡ i n
daka	d a k a
pamalagian	p a m a l a ɡ i ʔ a n
dalubtala	d a l u b t a l a ʔ
pangkasaysayan	p a ŋ k a s a j s a j a n
piyedralumbre	p i e d ɾ a l u m b ɾ e
mutha	m u t h a ʔ
