Gonzaga	ɡ o n s a ɡ a
Gorgonio	ɡ o ɾ ɡ o n j o
Goryo	ɡ o ɾ j o
Gothong	ɡ o t o ŋ
Gregorio	ɡ ɾ e ɡ o ɾ j o
Gretchen	ɡ ɾ e t s e n
Guantero	ɡ u w a n t e ɾ o
Guimaras	ɡ i m a ɾ a s
Guindulman	ɡ i n d u l m a n
Guiting	ɡ i t i ŋ
Guiuan	ɡ i w a n
Guray	ɡ u ɾ a j
Guzman	ɡ u s m a n
Hagnaya	h a ɡ n a j a
Hambre	h a m b ɾ e
Heidi	h a j d i
Helot	h e l o t
Heolin	h j o l i n
Hisoler	h i s o l e ɾ
Holaysan	h o l a j s a n
Hudyo	h u d j o
Huertas	h u w e ɾ t a s
Huwebes	h w e b e s
Huybes	h u i b e s
Ibarra	ʔ i b a ɾ a
Ibañez	ʔ i b a ɲ e s
Ifugao	ʔ i p u ɡ a w
Iglupas	ʔ i ɡ l u p a s
Igot	ʔ i ɡ o t
Ilagan	ʔ i l a ɡ a n
Iligan	ʔ i l i ɡ a n
Iliganon	ʔ i l i ɡ a n o n
Iloilo	ʔ i l o ʔ i l o
Inabanga	ʔ i n a b a n ɡ a
Inilokano	ʔ i n i l o k a n o
Iningles	ʔ i n i n ɡ l e s
Ininsik	ʔ i n i n s i k
Insik	ʔ i n s i k
Intsik	ʔ ɪ n t͡ʃ i k
Isabela	ʔ i s a b e l a
Isip	ʔ i s i p
Isko	ʔ i s k o ʔ
Isla	ʔ i s l a
Jabagat	h a b a ɡ a t
Jagna	h a ɡ n a
Jalosjos	h a l o s j o s
Jean	d͡ʒ i n
Jennifer	d͡ʒ e n n i p e ɾ
Jetafe	h e t a p e
Jimenez	h i m e n e s
Jocelyn	d͡ʒ o s e l i n
John	d j a n
Jones	d j o n s
Jorge	h o r h ɛ
Jorolan	h o ɾ o l a n
Jose	h o s e
Josephus	d͡ʒ o s e p h u s
Joshua	d j o s j u w a
Juachon	h u a t s o n
Julieta	h u l j e t a
Jumalon	h u m a l o n
Jumawan	h u m a w a n
Jumawid	h u m a w i d
Junelito	d͡ʒ u n e l i t o
Junjun	d͡ʒ u n d͡ʒ u n
Junmar	d͡ʒ u n m a ɾ
Kabankalan	k a b a n k a l a n
Kahulugan	k a h u l u ɡ a n
Kalinga	k a l i ŋ a
Kaloy	k a l o j
Kamatayon	k a m a t a j o n
Kangurulsol	k a ŋ u ɾ u l s o l
Karingal	k a ɾ i ŋ a l
Kasambagan	k a s a m b a ɡ a n
Katsila	k a t s i l a ʔ
Kauswagan	k a ʔ u s w a ɡ a n
Kawit	k a w i t
Kevin	k e b i n
Khoo	k u
Kibra	k i b ɾ a
Kinatsila	k i n a t s i l a ʔ
Kintanar	k i n t a n a ɾ
Kirk	k i ɾ k
Kittilsvedt	k i t t i l s b e d t
Kristo	k ɾ i s t o
Kulas	k u l a s
Labastida	l a b a s t i d a
Lacaste	l a k a s t e
Lagcao	l a ɡ k a w
Laguna	l a ɡ u n a
Lajaylajay	l a h a j l a h a j
Lamanilao	l a m a n i l a w
Lancelot	l a n s e l o t
Lancelot	l ɑː n s ə l ɒ t
Lando	l a n d o
Lapinig	l a p i n i ɡ
Lapulapu	l a p u l aˑ p u
Larrazabal	l a r a s a b a l
Lastimosa	l a s t i m o s a
Laurel	l a w ɾ e l
Lauron	l a w ɾ o n
Lawas	l a w a s
Lebron	l e b ɾ o n
Ledesma	l e d e s m a
Lester	l e s t e ɾ
Leyson	l e i s o n
Leyte	l e i t e
Leytehanon	l e j t e h a n o n
Li	l i
Libjo	l i b h o ʔ
Libradilla	l i b ɾ a d i l j a
Ligutom	l i ɡ u t o m
Lila	l i l a
Limbaga	l i m b a ɡ a
Lisondra	l i s o n d ɾ a
Llanera	l j a n e ɾ a
Loay	l o a j
Lontayao	l o n t a j a w
Loon	l o o n
Lopez	l o p e s
Loreto	l o ɾ e t o
Luchavez	l u t s a b e s
Lucio	l u s j o
Ludo	l u d o
Lumad	l u m a d
Maata	m a a t a
Macaling	m a k a l i ŋ
Macalipay	m a k a l i p a j
Macaraeg	m a k a ɾ a e ɡ
Mactan	m a k t a n
Madangit	m a d a ŋ i t
Madanguit	m a d a ŋ ɡ i t
Madarang	m a d a ɾ a ŋ
Madla	m a d l a
Mae	m e i
Mafalda	m a p a l d a
Magbanua	m a ɡ b a n u w a
Magburuhat	m a ɡ b u ɾ u h a t
Magdadaro	m a ɡ d a d a ɾ o
Maghanoy	m a ɡ h a n o j
Maglangit	m a ɡ l a ŋ i t
Magsayo	m a ɡ s a j o
Magsino	m a ɡ s i n o
Maguindanao	m a ɡ i n d a n a w
Magwayen	m a ɡ w a j e n
Majilom	m a h i l o m
Malicdem	m a l i k d e m
Malicse	m a l i k s e
Mallari	m a l j a ɾ i
Mamaclay	m a m a k l a j
Mamaril	m a m a ɾ i l
Mamintud	m a m i n t u d
Managatay	m a n a ɡ a t a j
Manalo	m a n a l o
Mananquil	m a n a ŋ k i l
Mandaue	m a n d a w e
Mandauehanon	m a n d a w e h a n o n
Mando	m a n d o
Mangubat	m a ŋ u b a t
Manila	m a n i l a
Manila	m a n i l a ʔ
Manilyn	m a n i l i n
Manny	m æ n i
Manolo	m a n o l o
Manoy	m a n o j
Mansueto	m a n s u w e t o
Manuelito	m a n u w e l i t o
Manzano	m a n s a n o
Marasigan	m a ɾ a s i ɡ a n
Maribel	m a ɾ i b e l
Marigondon	m a ɾ i ɡ o n d o n
Marilog	m a ɾ i l o ɡ
Marinduque	m a ɾ i n d u k e
Marisa	m a ɾ i s a
Marlon	m a ɾ l o n
Martin	m a ɾ t i n
Martinez	m a ɾ t i n e s
Matugas	m a t u ɡ a s
Mausisa	m a w s i s a
Maxilom	m a h i l u m
Maxilom	m a k s i l o m
Maymay	m a j m a j
Medina	m e d i n a
Melay	m e l a j
Mercader	m e ɾ k a d e ɾ
Merida	m e ɾ i d a
Micabalo	m i k a b aː l o
Miguel	m i ɡ e l
Minglanilla	m i ŋ ɡ l a n i ʎ a
Mintal	m i n t a l
Miro	m i ɾ o
Mitch	m i t s
Miyerkoles	m i j e ɾ k o l e s
Monoy	m o n o j
Montaner	m o n t a n e ɾ
Montebon	m o n t e b o n
Montejo	m o n t e h o
Montellano	m o n t e l j a n o
Montesino	m o n t e s i n o
Montillano	m o n t i l j a n o
Mosote	m o s o t e
Muklo	m u k l o ʔ
Mulong	m u l o ŋ
Murillo	m u ɾ i l j o
Nacion	n a s i j o n
Nanaman	n a n aː m a n
Nancy	n a n s i
Navarrete	n a b a ɾ e t e
Negros	n e ɡ ɾ o s
Nicart	n i k a ɾ t
Nicdao	n i k d a w
Nobiyembre	n o b i j e m b ɾ e
Norberto	n o ɾ b e ɾ t o
Ocampo	ʔ o k a m p o
Ocaña	ʔ o k a ɲ a
Odtojan	ʔ o d t o h a n
Olaivar	ʔ o l a j b a ɾ
Olarte	ʔ o l a ɾ t e
Olayvar	ʔ o l a j b a ɾ
Oliveros	ʔ o l i b e ɾ o s
Omahoy	ʔ o m a h o j
Omandam	ʔ o m a n d a m
Omisol	ʔ o m i s o l
Ompad	ʔ o m p a d
Ormocanon	ʔ o ɾ m o k a n o n
Orquillas	ʔ o ɾ k i l j a s
Ortega	ʔ o ɾ t e ɡ a
Ortiz	ʔ o ɾ t i s
Osmeña	ʔ o s m e ɲ a
Pacaldo	p a k a l d o
Pacifico	p a s i p i k o
Paculba	p a k u l b a
Padayhag	p a d a j h a ɡ
Pagadian	p a ɡ a d i ʔ a n
Pagaspas	p a ɡ a s p a s
Pahang	p a h a ŋ
Palad	p a l a d
Palafox	p a l a f o k s
Palafox	p a l a p o k s
Palawan	p a l a w a n
Pampanga	p a m p a n ɡ a
Panaligan	p a n a l i ɡ a n
Panganiban	p a ŋ a n i b a n
Pangasinan	p a ŋ ɡ a s i n a n
Panglao	p a ŋ l a w
Pansacala	p a n s a k a l a
Paquibato	p a k i b a t o
Paradero	p a ɾ a d e ɾ o
Pareja	p a ɾ e h a
Pascua	p a s k u w a
Pascual	p a s k u a l
Pasipiko	p a s i p i k o
Patalinghug	p a t a l i ŋ h u ɡ
Patalinjug	p a t a l i n h u ɡ
Paul	p o l
Pedro	p e d ɾ o
Pepito	p e p i t o
Peralta	p e ɾ a l t a
Perez	p e ɾ e s
Perfecto	p e ɾ p e k t o
Perla	p e ɾ l a
Permites	p e ɾ m i t e s
Petallana	p e t a l j a n a
Pichay	p i t s a j
Pikit	p i k i t
Pilapil	p i l a p i l
Pinadayag	p i n a d a j a ɡ
Piñero	p i ɲ e ɾ o
Plando	p l a n d o
Plaridel	p l a ɾ i d e l
Ponsing	p o n s i ŋ
Posadas	p o s a d a s
Postrano	p o s t ɾ a n o
Prince	p ɾ i n s
Pulido	p u l i d o
Querubin	k e ɾ u b i n
Quezon	k e s o n
Quiapo	k i a p o ʔ
Quiblat	k i b l a t
Quiboloy	k i b o l o j
Quidet	k i d e t
Quimpang	k i m p a ŋ
Quimpo	k i m p o
Quirino	k i ɾ i n o
Rabago	ɾ a b a ɡ o
Ralph	ɾ a l p
Ramirez	ɾ a m i ɾ e s
Ratilla	ɾ a t i l j a
Razonable	ɾ a s o n a b l e
Regencia	ɾ e h e n s j a
Regina	ɾ e d͡ʒ i n a
Restauro	ɾ e s t a w ɾ o
Ricky	ɾ i k k i
Rizal	ɾ i s a l
Rocky	ɾ o k k i
Rojas	ɾ o h a s
Romblon	ɾ o m b l o n
Romualdez	ɾ o m w a l d e s
Rosalinda	ɾ o s a l i n d a
Rosario	ɾ o s a ɾ j o
Rovira	ɾ o b i ɾ a
Roxanne	ɾ o k s a n
Rubilyn	ɾ u b i l i n
Ruedas	ɾ u e d a s
Rufino	ɾ u p i n o
Ruperto	ɾ u p e ɾ t o
Sabacahan	s a b a k a h a n
Sabaduquia	s a b a d u k j a
Sabarre	s a b a ɾ ɛ
Sabayton	s a b a j t o n
Sabellano	s a b e l j a n o
Sacabin	s a k a b i n
Sacdalan	s a k d a l a n
Sagay	s a ɡ a j
Sagaysay	s a ɡ a j s a j
Salac	s a l a k
Salazar	s a l a s a ɾ
Sales	s a l e s
Saligumba	s a l i ɡ u m b a
Salinas	s a l i n a s
Saliot	s a l j o t
Salugsugan	s a l u ɡ s u ɡ a n
Salvador	s a l b a d o ɾ
Samar	s a m a ɾ
Samarnon	s a m a ɾ n o n
Sambag	s a m b a ɡ
Sanchez	s a n t s e s
Sanciangko	s ɐ n t͡ʃ a ŋ k o
Sanson	s a n s o n
Santiago	s a n t i a ɡ o
Santillan	s a n t i l j a n
Sarangani	s a ɾ a ŋ ɡ a n i
Sarona	s a ɾ o n a
Satumbaga	s a t u m b a ɡ a
Saturnino	s a t u ɾ n i n o
Sayson	s a j s o n
Seno	s e n o
Septiyembre	s e p t e m b ɾ e
Septiyembre	s e p t i j e m b ɾ e
Serging	s e ɾ ɡ i ŋ
Sevilla	s e b i l j a
Siaton	s j a t o n
Simbajon	s i m b a h o n
Sinangote	s i n a ŋ ɡ o t e
Singson	s i ŋ s o n
Sinugboanon	s i n u ɡ b o ʔ a n o n
Siquijor	s i k i h o ɾ
Soque	s o k e
Sotto	s o t o
Spencer	s p e n s e ɾ
Stephanie	s t e p a n i
Suan	s u a n
Suarez	s u a ɾ e s
Suganob	s u ɡ a n o b
Sugbo	s u ɡ b o
Sulu	s u l u
Sumagang	s u m a ɡ a ŋ
Sumalpong	s u m a l p o ŋ
Sumilang	s u m i l a ŋ
Sumugat	s u m u ɡ a t
Surigao	s u ɾ i ɡ a w
Sweet	s w e e t
Sy	s i
Tabuelog	t a b u w e l o ɡ
Tabunok	t a b u n o k
Taganos	t a ɡ a n o s
Tagbilaran	t a ɡ b i l a ɾ a n
Tajanlangit	t a h a n l a ŋ i t
Talamban	t a l a m b a n
Talomo	t a l o m o
Talya	t a l j a
Talyo	t a l j o
Tamala	t a m a l a
Tampos	t a m p o s
Tampus	t a m p u s
Tandingan	t a n d i ŋ a n
Taneo	t a n e o
Tangonan	t a ŋ o n a n
Tarlac	t a ɾ l a k
Taruc	t a ɾ u k
Tatlonghari	t a t l o ŋ h a ɾ i ʔ
Tecling	t e k l i ŋ
Tejada	t e h a d a
Teodoro	t i j o d o ɾ o
Teresita	t e ɾ e s i t a
Tersona	t e ɾ s o n a
Tiffany	t i p p a n i
Timoteo	t i m o t e o
Tinagalog	t i n a ɡ a l o ɡ
Toledo	t o l e d o
Toledohanon	t o l e d o h a n o n
Tomas	t o m a s
Toril	t o ɾ i l
Torres	t o ɾ e s
Trisha	t ɾ i s j a
Trixie	t ɾ i k s i
Troy	t ɾ o j
Tubigon	t u b i ɡ o n
Tugnao	t u ɡ n a w
Tumagna	t u m a ɡ n a
Tumulak	t u m u l a k
Turo	t u ɾ o
Tuñacao	t u ɲ a k a w
Ubalde	ʔ u b a l d e
Ubanan	ʔ u b a n a n
Ubas	ʔ u b a s
Ubod	ʔ u b o d
Ugay	ʔ u ɡ a j
Ugmad	ʔ u ɡ m a d
Ulalong	ʔ u l a l o ŋ
Ulan	ʔ u l a n
Ulyamot	ʔ u l j a m o t
Umpad	ʔ u m p a d
Unabia	ʔ u n a b j a
Unajan	ʔ u n a h a n
Ungab	ʔ u ŋ a b
Ungria	ʔ u ŋ ɡ ɾ i j a
Unlanan	ʔ u n l a n a n
Vanessa	b a n e s a
Vanguardia	b a ŋ ɡ u w a ɾ d i j a
Vasquez	b a s k e s
Velasquez	b e l a s k e s
Venus	b iː n̪ ʊ s
Villafuerte	b i l j a p u w e ɾ t e
Villanueva	b i l j a n u w e b a
Vincent	b i n s e n t
Viray	b i ɾ a j
Visaya	b i s̺ a j a ʔ
Walog	w a l o ɡ
Wilbert	w i l b e ɾ t
Wurtzbach	w u ɾ t s b a k
Yabut	j a b u t
Yacapin	j a k a p i n
Yagyagan	j a ɡ j a ɡ a n
Yap	j a p
Yañez	j a ɲ e s
Ybañez	ʔ i b a ɲ e s
Ybut	ʔ i b u t
Ylaya	ʔ i l a j a ʔ
Yoyoy	j o j o j
Yvonne	ʔ i b o n
Zalsos	s a l s o s
Zambales	s a m b a l e s
Zamora	s a m o ɾ a
abaka	ʔ a b a k a
abakadhan	ʔ a b a k a d h a n
abano	ʔ a b a n o
abenyu	ʔ a b e n j u
aber	ʔ a b e ɾ
aberiya	ʔ a b e ɾ i a
abilidad	ʔ a b i l i d a d
abiso	ʔ a b i s o
abito	ʔ a b i t o
abli	ʔ a b l i
abog	ɐ b u ɡ
abogago	ʔ a b o ɡ a ɡ o
abohan	ʔ a b o h a n
abohon	ʔ a b o h o n
abono	ʔ a b o n o
abot	a b ʊ t̪
abrebisyon	ʔ a b ɾ e b i s j o n
abrigo	ʔ a b ɾ i ɡ o
absolusyon	ʔ a b s o l u s j o n
absuwelto	ʔ a b s u w e l t o
abtanan	ʔ a b t a n a n
abud	ʔ a b u d
aburido	ʔ a b u ɾ i d o
abutra	ʔ a b u t ɾ a
abyan	ʔ a b j a n
abyanan	ʔ a b j a n a n
abyerto	ʔ a b j e ɾ t o
abyogan	ʔ a b j o ɡ a n
abyon	ʔ a b j o n
adelantado	ʔ a d e l a n t a d o
adelpa	ʔ a d e l p a
adia	ʔ a d i ʔ a
adlaw	ʔ a d l a w
adlawan	ʔ a d l a w a n
administrador	ʔ a d m i n i s t ɾ a d o ɾ
administrasiyon	ʔ a d m i n i s t ɾ a s i j o n
administratibo	ʔ a d m i n i s t ɾ a t i b o
admiral	ʔ a d m i ɾ a l
adto	ʔ a d t o
aduna	ʔ a d u n a
adunahan	ʔ a d u n a h a n
adunay	ʔ a d u n a j
agalon	ʔ a ɡ a l o n
agalon	ʔ a ɡ a w o n
agaw	ʔ a ɡ a w
agawon	ʔ a ɡ a w o n
agay	ʔ a ɡ a j
aghop	ʔ a ɡ h o p
agianan	ʔ a ɡ i ʔ a n a n
agigising	ʔ a ɡ i ɡ i s i ŋ
agridulse	ʔ a ɡ ɾ i d u l s e
aguho	ʔ a ɡ u h o ʔ
aho	ʔ a h o
ahos	ʔ a h o s
ajaw	ʔ a d͡ʒ a w
akademiya	ʔ a k a d e m i j a
akasya	ʔ a k a s j a
akasyahan	ʔ a k a s j a h a n
aklas	ʔ a k l a s
ako	ʔ a h o ʔ
akoa	ʔ a h o ʔ a
akoa	ʔ a k o ʔ a
aksiyon	ʔ a k s i j o n
aksyon	ʔ a k s j o n
aktibidades	ʔ a k t i b i d a d e s
akurdiyon	ʔ a k u ɾ d i j o n
akusar	ʔ a k u s a ɾ
akusasyon	ʔ a k u s a s j o n
ala	ʔ a l a
ala	ʔ a l a ʔ
alahas	ʔ a l a h a s
alahero	ʔ a l a h e ɾ o
alak	ʔ a l a k
alakaak	ʔ a l a k a ʔ a k
